fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
0.06151263655249807,-0.008782093827594135,-1.2153720472997755,-1.0379371869749336,-0.6784325172268452,-0.4710043372154918,-0.3481497443296034,-0.06528391631195221,-0.1359106806464805,0.99575,3.34,5.0,262.0
-0.6991080877832274,-0.4598196945115759,1.7002224601288194,0.6627237321480087,-0.6784325172268452,0.6425432443553143,1.1997660052684802,1.9682717585956149,0.22648937660749202,0.9973,3.42,5.0,156.0
-0.24972140621486752,0.1346445798518419,0.0351351513638127,-0.23035256480696298,-0.602943093848241,-0.7007108500219121,-0.715217795675016,-0.3229319925266089,-0.4598196945115759,0.9964,3.28,5.0,194.0
0.06151263655249807,0.5525368703489748,0.8091681743595581,0.35081688926605215,0.587963851500189,-0.370901751289097,0.26398459167952076,-0.007527483323829474,0.35215139697893266,0.9972,3.31,6.0,1073.0
-0.9184977079651132,0.6044484299541528,0.3789773215364033,-1.2953625370248543,-0.24842731208518273,-0.9594395929302966,0.05522908732975672,0.05774223145986299,0.41016940620520764,0.99522,3.34,6.0,1463.0
0.7480094551039413,-0.715217795675016,-0.17655256044863027,0.741387603841135,1.2838364149068977,2.3017370585077215,1.5712864975769105,1.8952592947862104,-0.7596773891978573,0.9978,3.14,5.0,88.0
-0.584983876018925,-1.1328976017458126,-1.2153720472997755,0.35081688926605215,-1.2366522415199066,1.983734332301581,-2.1316815686335273,-1.4354772341828732,-0.1359106806464805,0.996,3.23,8.0,1403.0
-0.09045213597816872,-0.715217795675016,-0.4197409936702004,0.6627237321480087,0.4878930103874749,0.31501172334262695,-0.4668032636545882,-0.6863498948283557,0.9999859292761342,0.99526,3.39,6.0,1148.0
-1.7739218615170378,-0.057742231459862854,-0.17655256044863027,-5.199337582605575,-1.057485014382846,1.6205922981199687,1.9681650597944014,0.5134914249316125,0.35215139697893266,0.995,3.54,6.0,1409.0
0.7480094551039413,-0.4598196945115759,-0.6580429849889554,0.741387603841135,0.436239926210473,-0.7007108500219121,-0.4668032636545882,-0.6363865203698571,-0.7596773891978573,0.99708,3.28,5.0,851.0
1.3070633676592225,1.8692474995335617,0.6815943390528618,0.20465991857047622,1.7219140740079053,2.225823202442786,-0.715217795675016,0.6440862293312938,0.02132928514383558,0.99786,2.99,5.0,795.0
0.3789773215364033,0.6044484299541528,0.9917462545024419,-0.3749364799738839,1.0465757410306638,-1.0909945623603086,0.672129117004185,1.7502216171233853,-1.2753024746021535,0.998,3.09,5.0,789.0
-0.48930663465583857,-0.22777672762222823,-0.17655256044863027,0.3084265819180716,-1.1819205245512343,0.25101591868327155,1.3219458408567006,0.5134914249316125,-0.1359106806464805,0.99728,3.3,7.0,1466.0
-1.0082940609516682,0.6689874188874999,0.8091681743595581,-5.199337582605575,1.6395387799723158,0.10810309396024637,0.15365993357383984,-0.12958231367213702,0.7867445291708417,0.99538,3.44,6.0,1258.0
-0.33087257172641926,-1.3100166880582473,0.3789773215364033,0.6210989280340984,-0.9958576405013482,1.280981397513278,1.5712864975769105,0.6440862293312938,0.862543714415038,0.99492,3.34,6.0,1586.0
1.1619759226681268,0.2536062084064879,0.6815943390528618,1.6372598699375693,-0.24842731208518273,0.4935533950895456,-0.24454751539312974,-0.5235370133423165,-2.2258232024427875,1.0,3.16,5.0,367.0
0.4307272992954577,1.0357896218544878,0.526416867571128,-0.07031374338320635,2.0882245563037762,-0.17400458122309548,-1.3219458408567006,-1.1768904376238725,-2.2258232024427875,0.9991,3.32,6.0,567.0
0.48648036042064524,0.4238548524557399,0.0351351513638127,0.16128127334986397,1.0230032560702351,-1.401176963756683,-1.3219458408567006,-1.1768904376238725,-1.9028734734462227,0.9988,3.36,5.0,627.0
-1.8952592947862115,0.8957798188835897,-0.9165865035350885,-1.1521748037349773,0.5423352337895949,-1.0909945623603086,0.672129117004185,1.3310177115031385,-0.1359106806464805,0.9944,3.54,5.0,146.0
-0.6991080877832274,-0.3295477057744347,-0.6580429849889554,-0.2769978177670491,-0.1650954314192633,0.1816519767075725,1.137677300665421,0.5134914249316125,0.14224449534329844,0.9956,3.37,6.0,1281.0
1.0552931099825855,1.994970970827795,1.23396159022193,-0.1803766849109751,1.2312798427797058,0.1816519767075725,-0.24454751539312974,1.1521748037349773,0.7867445291708417,1.001,3.43,4.0,633.0
-0.008782093827594135,0.965420306912084,-0.17655256044863027,-0.23035256480696298,0.07912030015842841,-1.2049354338870701,1.501860525408869,2.225823202442786,-0.23421919391461965,0.9962,3.25,5.0,1400.0
0.332198018703997,-2.211127241085327,-0.6580429849889554,1.23396159022193,0.6689874188874999,0.3762827437846237,-0.4668032636545882,-0.583495835720468,0.14224449534329844,0.99648,3.36,5.0,955.0
-0.33087257172641926,-0.17527842859302045,-0.6580429849889554,-0.3150117233426268,-0.24842731208518273,-0.8266977298382984,-0.3481497443296034,0.20594120689980255,-0.4598196945115759,0.9957,3.39,5.0,218.0
